0.947438263,0.577580061,0.666265239,0.14268792,-1
0.811088418,0.932196093,0.726158176,0.654226632,1
0.710455693,0.10687278,0.334042555,0.218319595,-1
0.970245562,0.732149759,0.522772766,0.119131929,-1
0.998426789,0.970522787,0.273354366,0.043137101,-1
0.987454807,0.608885539,0.718379028,0.165558181,-1
0.150086578,0.719665612,0.778017556,0.511105904,1
0.958478804,0.302752326,0.08106422,0.867268019,1
0.530459049,0.459022394,0.22158014,0.766260738,1
0.074086517,0.048028613,0.203959494,0.134950924,-1
0.311820904,0.385352105,0.624099306,0.064920678,-1
0.89517078,0.36171638,0.725205116,0.672444952,-1
0.834768312,0.287584055,0.834364188,0.482206925,-1
0.002348756,0.816712736,0.018895382,0.495417913,1
0.640209846,0.450528095,0.202117632,0.313483665,1
0.803182575,0.80663252,0.469092962,0.32350097,1
0.245130755,0.790172935,0.378395182,0.909101314,1
0.064122232,0.282957873,0.340393734,0.450336624,1
0.263148319,0.068309239,0.063851185,0.7486358,1
0.102720361,0.054930728,0.761335934,0.185253329,-1
0.483719025,0.637522639,0.402662086,0.08492202,-1
0.418884463,0.424285581,0.674289716,0.207029204,-1
0.381289008,0.905531348,0.551075659,0.558915662,1
0.886765115,0.417320884,0.051457167,0.661700437,1
0.420557515,0.154058328,0.307495938,0.939213156,1
0.283847869,0.539999264,0.965444767,0.040245374,-1
0.048181144,0.937091368,0.93147515,0.163658499,1
0.219165983,0.660955065,0.378026727,0.438123344,1
0.239176014,0.394657442,0.617670192,0.325667604,1
0.029258487,0.258990542,0.562533391,0.089932362,-1
0.702310918,0.84791216,0.83056071,0.810319636,1
0.007635555,0.945056075,0.957698739,0.399558975,1
0.61092068,0.376999837,0.075505653,0.6553143,1
0.408089537,0.067280185,0.888024397,0.566843498,-1
0.248946675,0.181581769,0.562447292,0.003121864,-1
0.652459724,0.575747615,0.194355125,0.651351481,1
0.320277088,0.185885032,0.221452791,0.317097344,1
0.103672124,0.291448356,0.705763049,0.265933837,-1
0.535564895,0.461664107,0.596761436,0.460448203,1
0.164870242,0.346977441,0.586296073,0.62316094,1
0.883438702,0.318165717,0.968494148,0.801853431,-1
0.666457012,0.45991458,0.581743425,0.561164119,1
0.847742492,0.23589492,0.099800291,0.02480409,-1
0.762661064,0.027752038,0.166602822,0.793540436,1
0.807013775,0.658453456,0.102093795,0.273088823,1
0.632952444,0.158803563,0.146247105,0.822911344,1
0.710427308,0.802662601,0.671564767,0.688554783,1
0.688663539,0.408579772,0.639853182,0.603902452,-1
0.320947861,0.327391879,0.372435452,0.386950094,1
0.531648495,0.746014729,0.162872966,0.065535338,1
0.873193958,0.74635192,0.389518808,0.998593388,1
0.054539674,0.173954964,0.799976566,0.661043898,1
0.500400776,0.117544802,0.3997937,0.2291723,-1
0.432763215,0.174037524,0.755119085,0.092254576,-1
0.904282492,0.627409164,0.295210412,0.240978662,-1
0.630183351,0.841890256,0.640005911,0.902569662,1
0.983036222,0.510082855,0.885117154,0.217347989,-1
0.58520034,0.165763744,0.209643323,0.479522753,-1
0.840636518,0.714305282,0.480356488,0.909228263,1
0.468813781,0.907037296,0.112987559,0.193782442,1
0.54522233,0.218537741,0.13236964,0.447987606,1
0.179104121,0.870961448,0.064002257,0.617800086,1
0.634461697,0.211835944,0.079297395,0.594213033,1
0.962958775,0.83666494,0.626954164,0.665877219,1
0.534013751,0.859301689,0.411333966,0.267680191,1
0.479614252,0.523377473,0.638589686,0.423867183,1
0.793666083,0.477362794,0.856556963,0.799323797,-1
0.092713719,0.889883133,0.763575033,0.93231283,1
0.880799543,0.0650762,0.976160296,0.469719097,-1
0.003873536,0.509456125,0.781537245,0.306303387,1
0.511529092,0.620797947,0.935583204,0.439371832,-1
0.678463634,0.73356744,0.739152167,0.306860041,-1
0.565747647,0.229996231,0.253619768,0.275012974,-1
0.478458647,0.021871876,0.719250285,0.138747386,-1
0.320512844,0.13898889,0.693512616,0.166547469,-1
0.601579798,0.769507447,0.773318951,0.493947393,1
0.913152742,0.969765181,0.747217086,0.086583511,-1
0.682517817,0.386794416,0.318383667,0.926838908,1
0.946733471,0.99342779,0.510430957,0.14847625,-1
0.099089009,0.326393468,0.773066476,0.160479198,-1
0.511028924,0.137161036,0.572815526,0.717723588,1
0.11012834,0.38475363,0.953850335,0.674894462,1
0.545261877,0.562635833,0.171572304,0.358519543,1
0.688785899,0.633835427,0.907235095,0.090457904,-1
0.147416988,0.541606385,0.752219423,0.008248045,-1
0.777561038,0.314993424,0.286175232,0.372779032,-1
0.399051233,0.159326723,0.627410343,0.788307139,1
0.898299948,0.152616234,0.462827923,0.447286057,-1
0.307043874,0.136950774,0.129439245,0.099624683,-1
0.061051146,0.709803116,0.549384663,0.805831138,1
0.219471144,0.464864466,0.969509323,0.659454985,1
0.082832937,0.113271183,0.44214049,0.452364093,1
0.950395335,0.700878852,0.59096393,0.533362361,-1
0.016370661,0.179986137,0.110970247,0.526664737,1
0.114668433,0.80366808,0.199852291,0.629681059,1
0.012409946,0.513956105,0.162964103,0.646564431,1
0.216227329,0.548438362,0.036877427,0.191830732,1
0.011427529,0.207844759,0.272724664,0.801732063,1
0.642449266,0.784588875,0.23013359,0.19657099,1
0.51699094,0.526489633,0.358544689,0.411293638,1
0.245542144,0.571023364,0.134342699,0.235693362,1
0.19374734,0.422040759,0.998594597,0.272205438,-1
0.090870578,0.72115631,0.513520855,0.008668494,1
0.368441665,0.073138311,0.387846305,0.928280818,1
0.007792911,0.594861918,0.249852758,0.520219495,1
0.602701319,0.861977364,0.364752426,0.464125608,1
0.478854744,0.448801061,0.399057541,0.523529729,1
0.308117689,0.65257739,0.92630076,0.336812107,1
0.744444448,0.303473119,0.495472931,0.332378948,-1
0.839349278,0.607439951,0.609187005,0.988287882,1
0.26243192,0.27890231,0.004808464,0.473716902,1
0.514238061,0.79956234,0.587728764,0.746860938,1
0.446774128,0.796169118,0.777462423,0.669958828,1
0.341211146,0.954086903,0.657183184,0.795592,1
0.839141805,0.444338165,0.528314694,0.272543425,-1
0.982492502,0.456882813,0.825773161,0.283915129,-1
0.626464501,0.599817138,0.962433769,0.71725575,1
0.181275171,0.842621831,0.313736457,0.184637118,1
0.123017017,0.031200453,0.797085057,0.833703359,1
0.57996871,0.187270142,0.285175798,0.169665013,-1
0.328535803,0.943594399,0.014894876,0.953265677,1
0.268186373,0.947922139,0.094149754,0.722548045,1
0.550239104,0.452984391,0.328723021,0.134248403,-1
0.180516896,0.810832551,0.305566322,0.853092496,1
0.678491869,0.928879201,0.018022133,0.931692742,1
0.05568849,0.672717281,0.162207409,0.564184667,1
0.034057184,0.37233228,0.443989463,0.39882333,1
0.286518455,0.405695691,0.76677003,0.441602502,1
0.077390047,0.438823922,0.681255935,0.701680741,1
0.90057229,0.678649201,0.714536728,0.260042991,-1
0.846605947,0.465070329,0.459780878,0.028529451,-1
0.395698473,0.953264168,0.919268407,0.947965234,1
0.169215265,0.354697982,0.98894342,0.99616896,1
0.430452313,0.339020862,0.932601115,0.779483271,1
0.416218137,0.895860047,0.461523347,0.989401409,1
0.728763483,0.545434258,0.90492217,0.487552957,-1
0.406473679,0.749283717,0.386451654,0.12798266,1
0.951807457,0.124877199,0.603016552,0.464367277,-1
0.911985021,0.453234818,0.560319009,0.742590491,-1
0.951414317,0.074749438,0.845839756,0.673391623,-1
0.346001203,0.663340614,0.284804955,0.873979507,1
0.290244209,0.703651642,0.663318498,0.758250399,1
0.886700763,0.918950568,0.602258177,0.617175242,1
0.210030797,0.660071908,0.656462947,0.274817223,1
0.130876548,0.690104919,0.309934087,0.336378344,1
